,name,cb_url,domain,homepage_url,logo_url,short_description,t&c_filename,t&c_url,last_crawlel_date
86,Nixon,https://www.crunchbase.com/organization/nixon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,nixon.com,http://www.nixon.com/ot/en/,https://res.cloudinary.com/crunchbase-production/image/upload/v1397192999/9e2d99699936bdc446b49ac35ed20c7e.gif,"Nixon is a global watch and accessories brand in the action sports category that offers watches, headphones, mobile speakers, and more.",,,
87,Samsonite,https://www.crunchbase.com/organization/samsonite?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,samsonite.com,http://www.samsonite.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1491791971/rfyd5xtuavcotm35qgkt.png,Samsonite is a luggage brand with an extensive legacy in trendsetting travel solutions.,,,
88,Urban Outfitters,https://www.crunchbase.com/organization/urban-outfitters?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,urbanoutfitters.com,http://urbanoutfitters.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1403690459/h2vdcianeaghegwvlakk.png,Urban Outfitters is a global retailer with a boutique approach.,,,
89,Winc,https://www.crunchbase.com/organization/clubw-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,winc.com,https://winc.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1470730669/g5quheyjwmkpnwvraxsl.png,"Winc is a modern winery with a direct connection to the consumer, building a portfolio of brands for the next generation of wine drinkers.",,,
90,KiwiCo,https://www.crunchbase.com/organization/kiwi-crate?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,kiwicrate.com,http://www.kiwicrate.com,https://res.cloudinary.com/crunchbase-production/image/upload/cyshkm7qnsxtas3doiji,KiwiCo is a website for kids that provides inspiration and materials necessary for imaginative play and learning.,,,
91,Nasty Gal,https://www.crunchbase.com/organization/nasty-gal?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,nastygal.com,http://www.nastygal.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397180685/a8e20009ec2ad722ebd7218c9827fa87.jpg,Nasty Gal is a fashion brand that sells women's clothing and accessories online.,,,
92,Poshmark,https://www.crunchbase.com/organization/poshmark?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,poshmark.com,http://poshmark.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1429653020/wtgs82pfrr5bbezo9is8.png,"Poshmark is a social marketplace for fashion where anyone can buy, sell, and share their style with others.",,,
93,Stitch Fix,https://www.crunchbase.com/organization/stitch-fix?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,stitchfix.com,http://stitchfix.com,https://res.cloudinary.com/crunchbase-production/image/upload/eyx0sq91w9sbzcr45dnt,Stitch Fix is a personal styling platform that delivers curated and personalized apparel and accessory items for women.,,,
94,Good Eggs,https://www.crunchbase.com/organization/good-eggs?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,goodeggs.com,https://www.goodeggs.com,https://res.cloudinary.com/crunchbase-production/image/upload/dftmvlsbiwjgpjg64czu,"Good Eggs is an online grocer and meal kit delivery service with a mission to reinvent the food system, for good.",,,
95,Drybar,https://www.crunchbase.com/organization/drybar?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thedrybar.com,http://www.thedrybar.com,https://res.cloudinary.com/crunchbase-production/image/upload/osyaowmvhnr1u3it8dpt,Drybar is a retail chain exclusively for blow-drying hair for a reduced price compared to traditional salons.,,,
96,Chewy,https://www.crunchbase.com/organization/mrchewy-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,chewy.com,https://www.chewy.com,https://res.cloudinary.com/crunchbase-production/image/upload/kx3cxopsdeaw9umphl82,Chewy is on a mission to become the most trusted and convenient destination for pet parents (and partners) everywhere.,,,
97,Costco,https://www.crunchbase.com/organization/costco?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,costco.com,http://costco.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488353806/shixh0lncsbc4yockwfn.png,Costco is a membership-only warehouse club that provides a wide selection of merchandise.,,,
98,Sephora,https://www.crunchbase.com/organization/sephora?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sephora.com,http://sephora.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1458017185/qocoxeeloe4wvcumf501.png,Sephora is an online shopping site that offers a range of beauty products such as cosmetics and skincare items.,,,
99,Adore Me,https://www.crunchbase.com/organization/adore-me?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,adoreme.com,http://www.adoreme.com/,https://res.cloudinary.com/crunchbase-production/image/upload/eh1l5yp1b7e8q2uou2xi,Adore Me is a New York based women's lingerie and apparel brand.,,,
100,Instacart,https://www.crunchbase.com/organization/instacart?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,instacart.com,https://www.instacart.com,https://res.cloudinary.com/crunchbase-production/image/upload/e2ye2raphaiwsu1hebha,Instacart is an online grocery platform that offers same-day delivery and pickup services for retailers and consumers.,,,
101,Fab,https://www.crunchbase.com/organization/fab-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fab.com,http://fab.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1489032514/ft4jh93gjwqp0icfxlne.png,Fab sells everyday design products online.,,,
102,Twitch,https://www.crunchbase.com/organization/twitch?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,twitch.tv,https://www.twitch.tv/,https://res.cloudinary.com/crunchbase-production/image/upload/v1475259321/bv2qlltonsln3ndrk8ws.png,"Twitch is social video platform for gamers where more than 100 million gather every month to broadcast, watch and talk about video games.",,,
103,Blue Bottle Coffee,https://www.crunchbase.com/organization/blue-bottle-coffee?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bluebottlecoffee.com,http://www.bluebottlecoffee.com,https://res.cloudinary.com/crunchbase-production/image/upload/zzdqwsbrmoj36palb7af,Blue Bottle Coffee is a coffee roaster and retailer platform that delivers coffee subscriptions to doorsteps nationwide.,,,
104,ASOS,https://www.crunchbase.com/organization/asos?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,asos.com,http://www.asos.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397186486/11ee4a348fc432c10883e5faed9fbaf8.png,Asos is an online platform engaged in the retail of fashion and beauty products for men and women.,,,
105,Tradesy,https://www.crunchbase.com/organization/tradesy?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tradesy.com,http://www.tradesy.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1459176184/luxdrzpquszar5oiwftf.png,Tradesy is the leading peer-to-peer luxury fashion resale platform in the US,,,
106,Grove Collaborative,https://www.crunchbase.com/organization/epantry-llc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,grove.co,http://www.grove.co/,https://res.cloudinary.com/crunchbase-production/image/upload/s8zs0a9ec5ovi9sl60f9,Grove Collaborative offers a direct-to-consumer ecommerce platform for natural home and personal care products.,,,
107,Marxent,https://www.crunchbase.com/organization/marxent-labs?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,marxentlabs.com,http://marxentlabs.com,https://res.cloudinary.com/crunchbase-production/image/upload/dncuxdkdvlohth1d8in3,Marxent specializes in augmented reality and virtual reality for furniture and home decor retailers and manufacturers.,,,
108,Robinhood,https://www.crunchbase.com/organization/robinhood?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,robinhood.com,https://www.robinhood.com/,https://res.cloudinary.com/crunchbase-production/image/upload/bqtsttxtyfxl63xnsu7n,"Robinhood is a stock brokerage that allows customers to buy and sell stocks, options, ETFs, and cryptocurrencies with zero commission.",,,
109,Lululemon,https://www.crunchbase.com/organization/lululemon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,shop.lululemon.com,http://shop.lululemon.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1402477824/gzp6pjpnp4weulbxm0bl.jpg,"Lululemon is a technical athletic apparel company for yoga, running, training, and other sweaty pursuits.",,,
110,Knock,https://www.crunchbase.com/organization/knockaway?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,knock.com,https://www.knock.com,https://res.cloudinary.com/crunchbase-production/image/upload/m5jaib33znwl6mzrzpip,Knock is an online home selling platform that makes buying or selling a home simple and certain.,,,
111,Purple,https://www.crunchbase.com/organization/purple-matress?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,purple.com,https://purple.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1492435880/rdplumxaoybkth9i4ga9.png,"Purple is a Utah-based mattress company that also produces pillows, seat cushion, and platform bases.",,,
112,Carvana,https://www.crunchbase.com/organization/carvana?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,carvana.com,http://www.carvana.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1428098057/ntvt1ukalmyceiyv90sg.jpg,Carvana is a leading e-commerce platform for buying and selling used cars.,,,
113,GUESS,https://www.crunchbase.com/organization/guess?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,guess.com,http://guess.com/en/,https://res.cloudinary.com/crunchbase-production/image/upload/v1475999157/ayfgnnsnysvprhvsw5mu.png,"GUESS is a retailer of denim apparel, shoes, and accessories for women and children.",,,
114,Aeropostale,https://www.crunchbase.com/organization/aeropostale?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aeropostale.com,http://aeropostale.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1401247670/rza8gwdmvey4pmlo00ru.png,"Aéropostale, Inc. is a mall-based company.",,,
115,LE TOTE,https://www.crunchbase.com/organization/le-tote?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,letote.com,http://www.letote.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1400282332/ribzo2bdvgz5qndvoek9.png,Le Tote is an online fashion subscription service that delivers rental fashion directly to women’s doors.,,,
116,Abercrombie & Fitch,https://www.crunchbase.com/organization/abercrombie-fitch?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,abercrombie.com,http://abercrombie.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1401691327/jf2jutnp0ambdfzx0sgp.jpg,"Abercrombie & Fitch Co. (A&F) through its subsidiaries, is a specialty retailer of casual apparel for men, women and kids.",,,
117,The RealReal,https://www.crunchbase.com/organization/the-realreal?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,therealreal.com,http://www.therealreal.com,https://res.cloudinary.com/crunchbase-production/image/upload/itbqjxvcrewv9dhjnk0u,The RealReal is an online marketplace for authenticated and consigned luxury goods.,,,
118,Tory Burch,https://www.crunchbase.com/organization/tory-burch?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,toryburch.com,http://toryburch.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397185650/7922571d077b1726c107b237664dd654.jpg,"Tory Burch is an American lifestyle brand that embodies the personal style and sensibility of its CEO and designer, Tory Burch.",,,
119,Harry's,https://www.crunchbase.com/organization/harrys?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,harrys.com,http://www.harrys.com,https://res.cloudinary.com/crunchbase-production/image/upload/qhe0apbelnvtrmrxeocq,Harry is a developer of an online platform used to sell shaving equipment and accessories for men.,,,
120,Depop,https://www.crunchbase.com/organization/depop?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,depop.com,http://www.depop.com/,https://res.cloudinary.com/crunchbase-production/image/upload/rtb9ksqtzg9yvaudfqti,"Depop provides a mobile application that allows users to buy, sell, discover, and explore various things.",,,
121,Macy's,https://www.crunchbase.com/organization/macys?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,macys.com,http://www.macys.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397752925/d47e1df83e00c5dd8d43a5a7227ed1e4.png,"Macy’s is one of the premier omnichannel retailers of beauty, fashion, home decor, and more products.",,,
122,Coach,https://www.crunchbase.com/organization/coach-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,world.coach.com,http://world.coach.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1404800306/ga3wl98fq4bbjqwjjeeq.png,Coach is an American luxury fashion company based in New York City.,,,
123,L'Occitane en Provence,https://www.crunchbase.com/organization/loccitane-en-provence?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,loccitane.com,http://www.loccitane.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1459302449/p6kya0vt3rvoml9oqg1q.png,L'Occitane en Provence is a natural cosmetics and well-being products manufacturer and retailer.,,,
124,KMart,https://www.crunchbase.com/organization/kmart?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,kmart.com,http://kmart.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397187063/b672cc6874bfab080e6ce006b1cf4479.jpg,KMart is a large retail store that sells discounted merchandise.,,,
125,American Eagle Outfitters,https://www.crunchbase.com/organization/american-eagle-outfitters-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ae.com,http://www.ae.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1402653681/schl5nuqmfnowvbbjcrf.png,American Eagle Outfitters is an american clothing and accessories retailer.,,,
126,Madison Reed,https://www.crunchbase.com/organization/madison-reed-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,madison-reed.com,http://www.madison-reed.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1486659759/or4ulz1o5t4761tpaelq.png,Madison Reed is a beauty company revolutionizing the way women color their hair.,,,
127,Philz Coffee,https://www.crunchbase.com/organization/philz-coffee?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,philzcoffee.com,http://philzcoffee.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397187342/22bafc874eab1c6d044c7b8e7349229f.png,Philz is a third wave coffee shop chain with locations primarily in the Bay Area.,,,
128,JetBlue Airways,https://www.crunchbase.com/organization/jetblue-airways?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jetblue.com,http://www.jetblue.com/,https://res.cloudinary.com/crunchbase-production/image/upload/clowglhdck5ics3ukhmv,JetBlue airways to bring humanity back to air travel.,,,
129,Tiffany & Co,https://www.crunchbase.com/organization/tiffany-co?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tiffany.com,http://www.tiffany.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1475836144/gvs96ywgysb53ivoaxs5.png,"Tiffany & Company is an American multinational luxury jewelry and specialty retailer headquartered in New York City, United States.",,,
130,Delta Air Lines,https://www.crunchbase.com/organization/delta-air-lines?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,delta.com,http://www.delta.com,https://res.cloudinary.com/crunchbase-production/image/upload/vhy7phnray4cadccvtti,"Delta Air Lines is a global airline with a focus on safety, innovation, reliability, and customer experience.",,,
131,Cole Haan,https://www.crunchbase.com/organization/cole-haan?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,colehaan.com,http://www.colehaan.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1408513258/hy3sjc6bpvrbnmiaviw7.jpg,Cole Haan is a provider of leather shoes and bags.,,,
132,Selfridges,https://www.crunchbase.com/organization/selfridges?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,selfridges.com,http://www.selfridges.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1426148085/re42enftu4nvahhzqe5b.png,"Selfridges is a chain of department stores that offers clothing, shoes, bags, and much more for men and women",,,
133,Patagonia,https://www.crunchbase.com/organization/patagonia?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,patagonia.com,http://patagonia.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397749340/95f0c19346c2f4bb37287480a9b5b8dd.png,"Our values reflect those of a business started by a band of climbers and surfers, and the minimalist style they promoted.",,,
134,Kate Spade,https://www.crunchbase.com/organization/kate-spade?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,katespade.com,https://www.katespade.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1435209233/bpcrnvqmb2uprxgkpxid.png,"Crisp color, graphic prints and playful sophistication are the hallmarks of kate spade new york.",,,
135,Saks Fifth Avenue,https://www.crunchbase.com/organization/saks-fifth-avenue?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,saksfifthavenue.com,http://saksfifthavenue.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1426238522/exhld8bfmsbeaqqw4xeq.png,Saks Fifth Avenue was the vision of Horace Saks and Bernard Gimbel.,,,
136,Dollar Tree,https://www.crunchbase.com/organization/dollar-tree-stores-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dollartree.com,http://dollartree.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1406544499/vu3hzwmrcee5bx6wx56y.png,Dollar Tree is a national company with thousands of stores.,,,
137,Flaviar,https://www.crunchbase.com/organization/flaviar?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,flaviar.com,http://flaviar.com,https://res.cloudinary.com/crunchbase-production/image/upload/pycs2xo38paju1fskwsj,"Flaviar, a spirits tasting club, offers a subscription service that helps members discover new liquor products through sample tasting packs.",,,
138,CHANEL,https://www.crunchbase.com/organization/chanel?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,chanel.com,https://www.chanel.com/us/,https://res.cloudinary.com/crunchbase-production/image/upload/v1397180587/e0bd3f96482d189b2db025926c2570bd.jpg,"CHANEL is provider of latest in fashion & accessories, eyewear, fragrance & beauty, fine jewelry and watches.",,,
139,H&M Clothing Company,https://www.crunchbase.com/organization/h-m-clothing-company?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hm.com,http://www.hm.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397750641/49e1d00a9e41c47154515fca87952c89.png,"H&M Clothing Company is a Swedish multinational retail-clothing company, known for its fast-fashion clothing for men and women.",,,
140,Yerdle,https://www.crunchbase.com/organization/yerdle?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,yerdle.com,https://yerdle.com/,https://res.cloudinary.com/crunchbase-production/image/upload/oewz4a7qsl5eh2k2kksp,Yerdle makes it easy for brands to buy back and resell used items.,,,
141,Southwest Airlines,https://www.crunchbase.com/organization/southwest-airlines?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,southwest.com,http://www.southwest.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1466724835/hhoowkvt6vdqnpuok0jz.jpg,Southwest Airlines (NYSE: LUV) continues to differentiate itself from other carriers with exemplary Customer Service delivered .,,,
142,DoorDash,https://www.crunchbase.com/organization/doordash?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,doordash.com,http://www.doordash.com,https://res.cloudinary.com/crunchbase-production/image/upload/b2cximlauocyxfs2lkfh,DoorDash is a food delivery platform that connects customers with local and national businesses.,,,
143,Orchard,https://www.crunchbase.com/organization/orchard-labs?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,getorchard.com,https://www.getorchard.com/,https://res.cloudinary.com/crunchbase-production/image/upload/cp5cpsz93iyspufc981n,Easy way to buy and sell used smartphones,,,
144,ipsy,https://www.crunchbase.com/organization/personalized-beauty-discovery?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ipsy.com,http://www.ipsy.com,https://res.cloudinary.com/crunchbase-production/image/upload/dchush5lcuafa3o2unzw,ipsy is an online beauty community that home delivers a box of 5 beauty samples for a monthly subscription fee.,,,
145,Nespresso,https://www.crunchbase.com/organization/nespresso?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,nespresso.com,http://www.nespresso.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1420805380/q2qdkh7vetgeklrdhckp.png,Nespresso SA is independent mobile app develop[er company. They exclusively develop and publish apps for iOS running devices i.e. iPhon,,,
146,New Balance,https://www.crunchbase.com/organization/new-balance-athletic-shoe?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,newbalance.com,http://www.newbalance.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488031986/scsmkulhe9sdpif7jqh6.png,New Balance is an American multinational corporation based in the Brighton neighborhood of Boston.,,,
147,CVSPharmacy,https://www.crunchbase.com/organization/cvs-pharmacy?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cvs.com,http://www.cvs.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1451425030/ovgo4ccfcdca2qrpyhcv.png,"America’s leading retail pharmacy with nearly 10,000 locations nationwide.",,,
148,Forever 21,https://www.crunchbase.com/organization/forever-21?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,forever21.com,http://www.forever21.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1477394983/tzouwf9iratsenr12xix.png,Forever 21 operates as a clothing retailer company.,,,
149,Goop,https://www.crunchbase.com/organization/goop?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,goop.com,https://goop.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1438866272/c9wnqwiopqynl7sj9kxa.png,Goop is a lifestyle brand providing digital content and commerce.,,,
150,Guerlain,https://www.crunchbase.com/organization/guerlain?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,guerlain.com,http://www.guerlain.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1459225471/qb56u5s78hndupnmcwbe.png,"Guerlain is a French perfume and cosmetics and skincare house, among the oldest in the world.",,,
151,Banana Republic,https://www.crunchbase.com/organization/banana-republic?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bananarepublic.com,http://www.bananarepublic.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1458813647/mxrdwpeot16bgzigsdlz.jpg,"Banana Republic is an American clothing and accessories retailer owned by American multinational corporation, Gap Inc.",,,
152,Dormify,https://www.crunchbase.com/organization/dormify?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dormify.com,http://www.dormify.com,https://res.cloudinary.com/crunchbase-production/image/upload/xxndtpqx37nuahloh80t,"Dormify is a direct-to-consumer, e-commerce, and retail brand that creates bedding and decor items specifically designed for small spaces.",,,
153,Dolls Kill,https://www.crunchbase.com/organization/dolls-kill?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dollskill.com,http://dollskill.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397184579/62e3758c243b19be044eb7dc1d18ca1c.jpg,Dollskill is a website showcasing various fashion designs of women's clothing.,,,
154,Sears,https://www.crunchbase.com/organization/sears?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sears.com,http://www.sears.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1448787929/kvl0sepdkukznxuvdfz9.jpg,"Sears is a multinational department store that focuses on outdoor living needs, home appliances, clothes, and furniture.",,,
155,Jane,https://www.crunchbase.com/organization/jane?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jane.com,https://jane.com/,https://res.cloudinary.com/crunchbase-production/image/upload/dzlik4w1ecpj3vqraazy,"Jane is a boutique marketplace that allows small business owners to sell clothing, accessories, shoes, and home decor.",,,
156,Wrangler,https://www.crunchbase.com/organization/wrangler-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,wrangler.com,http://www.wrangler.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1464858346/qmxwsm3dewi2wajxgbyb.png,"Wrangler is enduring American freedom; it's in the spirit of people who work hard, have fun and recognize courageous individuality.",,,
157,Vince,https://www.crunchbase.com/organization/vince?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,vince.com,http://vince.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397184819/6336b4ddbaeb4366f1ee64a14b6075eb.png,Effortless Style. Iconic Essentials. Modern Luxury.,,,
158,Scentbird,https://www.crunchbase.com/organization/scentbird?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,scentbird.com,http://scentbird.com,https://res.cloudinary.com/crunchbase-production/image/upload/jtxeju2biqdc7rmzytz0,Scentbird enables its users to choose and get supply of sample designer fragrances on a monthly basis before buying them.,,,
159,Superdry,https://www.crunchbase.com/organization/supergroup?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,superdry.com,https://www.superdry.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1483531325/lsrsz2e5cgwd7mfkzcsw.png,"Superdry is a British international branded clothing company, and owner of the Superdry label.",,,
160,Hawaiian Airlines,https://www.crunchbase.com/organization/hawaiian-airlines?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hawaiianairlines.com,http://www.hawaiianairlines.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1476701540/boybblsww6k2kl48arak.png,"Hawaiian provides single-carrier service from the North America, Asia, Oceania and the South Pacific to the Hawaiian Islands.",,,
161,Converse,https://www.crunchbase.com/organization/converse?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,converse.com,http://www.converse.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488037971/kzgdkcbrvvrquowfrona.png,We make rad sneakers and apparel.,,,
162,Lacoste,https://www.crunchbase.com/organization/lacoste?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lacoste.com,http://lacoste.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1420798915/v3dibawgictvdpbd0kwr.png,"Lacoste is a French clothing company founded in 1933 that sells high-end clothing, footwear, perfume, leather goods, watches",,,
163,Shift,https://www.crunchbase.com/organization/shiftcars?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,shift.com,http://shift.com,https://res.cloudinary.com/crunchbase-production/image/upload/tfiojw6prp1flglsvhcs,Shift is an online marketplace for buying and selling used cars.,,,
164,Disco,https://www.crunchbase.com/organization/disco-a57f?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,letsdisco.co,https://letsdisco.co/,https://res.cloudinary.com/crunchbase-production/image/upload/bfsam3lnkukd9mgbwigd,Disco is a personal-care brand that offers a one-stop-shop for skincare products for men.,,,
165,Fila,https://www.crunchbase.com/organization/fila-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fila.com,http://www.fila.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1420780620/gdo5igxli0wiga4tamhh.png,"Fila is manufacturing sportswear for men, women, kids and athletes.",,,
166,Google,https://www.crunchbase.com/organization/google?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,google.com,http://www.google.com/,https://res.cloudinary.com/crunchbase-production/image/upload/fa8nmvofinznny6rkwvf,Google is a multinational corporation that specializes in Internet-related services and products.,,,
167,Microsoft,https://www.crunchbase.com/organization/microsoft?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,microsoft.com,http://www.microsoft.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1501613147/ypg7mliwmzomf9fdrkvz.png,"Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.",,,
168,Amazon,https://www.crunchbase.com/organization/amazon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,amazon.com,http://amazon.com,https://res.cloudinary.com/crunchbase-production/image/upload/asi1glj5xbbn0cbnwg05,"Amazon is an e-commerce website for consumers, sellers, and content creators.",,,
169,Parachute Home,https://www.crunchbase.com/organization/parachute?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,parachutehome.com,https://www.parachutehome.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1402338267/nf0j6gwn9vsnvtvbxubi.jpg,Parachute Home engages in the production of modern bedding and bath essentials for a more comfortable home.,,,
170,Casper,https://www.crunchbase.com/organization/casper?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,casper.com,https://casper.com/,https://res.cloudinary.com/crunchbase-production/image/upload/opqynnrekl3howps8rtf,"Casper is a sleep startup that launches a comfortable mattress sold directly to consumers, eliminating commission ­driven, inflated prices.",,,
